namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Reasoning2022_01_24,f3dcf1cd286a293a25789ce04c2597e94661b4beecb7e2ffd32d0ca00ad32572,b2c3dcf7-2c35-4f43-8ada-ab44b22862df,Reasoning Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",f246c227-6189-4016-afc9-6dddde8c8600,T1.Q1,Does the passage of reasoning in (or around the) bold font … (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,9aabcda8-45ca-4d8e-9bd0-1e27d8834c79,T1.Q1.A1,State a faulty premise or assumption?,T1.Q3,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Reasoning2022_01_24,f3dcf1cd286a293a25789ce04c2597e94661b4beecb7e2ffd32d0ca00ad32572,b2c3dcf7-2c35-4f43-8ada-ab44b22862df,Reasoning Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",f246c227-6189-4016-afc9-6dddde8c8600,T1.Q1,Does the passage of reasoning in (or around the) bold font … (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,a2db425f-3550-41ab-9c1b-2cd52d8ce929,T1.Q1.A2,Imply a faulty premise or assumption not stated in the text?,"T1.Q2, T1.Q3",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Reasoning2022_01_24,f3dcf1cd286a293a25789ce04c2597e94661b4beecb7e2ffd32d0ca00ad32572,b2c3dcf7-2c35-4f43-8ada-ab44b22862df,Reasoning Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",f246c227-6189-4016-afc9-6dddde8c8600,T1.Q1,Does the passage of reasoning in (or around the) bold font … (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,20fd44a1-d604-4b04-ab17-b2eb1ed1f324,T1.Q1.A3,Include flawed reasoning/inferences?,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Reasoning2022_01_24,f3dcf1cd286a293a25789ce04c2597e94661b4beecb7e2ffd32d0ca00ad32572,b2c3dcf7-2c35-4f43-8ada-ab44b22862df,Reasoning Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",f246c227-6189-4016-afc9-6dddde8c8600,T1.Q1,Does the passage of reasoning in (or around the) bold font … (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,813ede62-d86d-4ba5-a6f0-fd63b08974b8,T1.Q1.A4,I don't see any faulty assumptions or flawed reasoning.,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Reasoning2022_01_24,f3dcf1cd286a293a25789ce04c2597e94661b4beecb7e2ffd32d0ca00ad32572,b2c3dcf7-2c35-4f43-8ada-ab44b22862df,Reasoning Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",3bb4587e-62ee-4c13-bd26-f3c536b1743a,T1.Q2,What is the assumption implied by the passage in (or around the) bold font?,TEXT,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",1,65668ae7-7064-4b13-92a5-c8f0914a92c7,T1.Q2.A1,placeholder answer for TEXT,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Reasoning2022_01_24,f3dcf1cd286a293a25789ce04c2597e94661b4beecb7e2ffd32d0ca00ad32572,b2c3dcf7-2c35-4f43-8ada-ab44b22862df,Reasoning Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",4be95ad5-a220-49e9-9efc-1df10dedff38,T1.Q3,You've indicated that the passage of reasoning relies on some flawed assumption or premise. How misleading is that assumption in this context?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,90f6fd08-3f2d-43de-b6f5-b827b151e976,T1.Q3.A1,Extremely misleading,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Reasoning2022_01_24,f3dcf1cd286a293a25789ce04c2597e94661b4beecb7e2ffd32d0ca00ad32572,b2c3dcf7-2c35-4f43-8ada-ab44b22862df,Reasoning Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",4be95ad5-a220-49e9-9efc-1df10dedff38,T1.Q3,You've indicated that the passage of reasoning relies on some flawed assumption or premise. How misleading is that assumption in this context?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,d68bd2b3-5974-440b-931f-32f62e6db5e9,T1.Q3.A2,Very misleading,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Reasoning2022_01_24,f3dcf1cd286a293a25789ce04c2597e94661b4beecb7e2ffd32d0ca00ad32572,b2c3dcf7-2c35-4f43-8ada-ab44b22862df,Reasoning Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",4be95ad5-a220-49e9-9efc-1df10dedff38,T1.Q3,You've indicated that the passage of reasoning relies on some flawed assumption or premise. How misleading is that assumption in this context?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,ed2e3db7-845c-4fca-a0a7-2a392617d034,T1.Q3.A3,Somewhat misleading,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Reasoning2022_01_24,f3dcf1cd286a293a25789ce04c2597e94661b4beecb7e2ffd32d0ca00ad32572,b2c3dcf7-2c35-4f43-8ada-ab44b22862df,Reasoning Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",4be95ad5-a220-49e9-9efc-1df10dedff38,T1.Q3,You've indicated that the passage of reasoning relies on some flawed assumption or premise. How misleading is that assumption in this context?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,9ba71c52-de75-410b-88ae-07e7844fb79b,T1.Q3.A4,Slightly misleading,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Reasoning2022_01_24,f3dcf1cd286a293a25789ce04c2597e94661b4beecb7e2ffd32d0ca00ad32572,b2c3dcf7-2c35-4f43-8ada-ab44b22862df,Reasoning Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",4be95ad5-a220-49e9-9efc-1df10dedff38,T1.Q3,You've indicated that the passage of reasoning relies on some flawed assumption or premise. How misleading is that assumption in this context?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,c1d31bdc-db19-4557-914d-71a778647e91,T1.Q3.A5,Questionable,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
